"subplot","nested_subplot","species","basal_diameter_cm","height_budscar_cm","height_total_cm","date"
"B01W",4,"FAGR","0-1",98.6,"106.9","2019-06-13"
"B01W",4,"ACRU","0-1",0,"4.8","2019-06-13"
"B01W",4,"ACRU","0-1",12.7,"13.2","2019-06-13"
"B01W",4,"ACRU","0-1",12,"12.6","2019-06-13"
"B01W",4,"AMEL","0-1",11.2,"14.7","2019-06-13"
"B01W",4,"ACRU","0-1",12.5,"13.1","2019-06-13"
"B01W",4,"ACRU","0-1",7.6,"7.6","2019-06-13"
"B01W",4,"ACRU","0-1",14.6,"15.0","2019-06-13"
"B01W",4,"ACRU","0-1",76.7,"80.0","2019-06-13"
"B01W",4,"ACRU","0-1",64.7,"67.6","2019-06-13"
"B01W",4,"ACRU","1-2",94,"94.5","2019-06-13"
"B01W",4,"ACRU","0-1",10.2,"10.6","2019-06-13"
"B01W",6,"AMEL","0-1",11,"12.3","2019-06-13"
"B01W",6,"AMEL","0-1",36.7,"40.0","2019-06-13"
"B01W",6,"ACPE","0-1",14.9,"16.4","2019-06-13"
"B01W",6,"ACRU","0-1",6.8,"7.3","2019-06-13"
"B01W",6,"ACRU","0-1",0,"3.6","2019-06-13"
"B01W",6,"FAGR","1-2",337.5,"338.4","2019-06-13"
"B01W",6,"ACPE","0-1",36.6,"37.4","2019-06-13"
"B01W",6,"ACPE","0-1",17.7,"19.8","2019-06-13"
"B01W",6,"ACRU","0-1",0,"3.6","2019-06-13"
"B01W",6,"FAGR","1-2",149.4,"151.2","2019-06-13"
"B01W",8,"ACRU","0-1",0,"2.9","2019-06-13"
"B01W",8,"FAGR","0-1",33.3,"34.9","2019-06-13"
"B01W",8,"ACRU","0-1",0,"1.6","2019-06-13"
"B01W",8,"ACRU","0-1",3.3,"3.5","2019-06-13"
"B01W",8,"ACRU","0-1",4.6,"5.2","2019-06-13"
"B01W",8,"ACPE","0-1",117.7,"118.6","2019-06-13"
"B01W",8,"ACRU","0-1",0,"2.6","2019-06-13"
"B02E",2,"ACPE","0-1",15.3,"16.3","2019-06-13"
"B02E",2,"ACPE","0-1",6.2,"9.0","2019-06-13"
"B02E",2,"ACPE","0-1",18.1,"19.3","2019-06-13"
"B02E",2,"ACRU","0-1",8.4,"9.8","2019-06-13"
"B02E",2,"ACRU","0-1",21.2,"22.0","2019-06-13"
"B02E",2,"ACRU","0-1",5.7,"6.2","2019-06-13"
"B02E",2,"ACRU","0-1",4.2,"5.0","2019-06-13"
"B02E",2,"ACRU","0-1",8.2,"8.6","2019-06-13"
"B02E",2,"ACPE","0-1",0,"5.0","2019-06-13"
"B02E",2,"ACPE","0-1",15.5,"17.3","2019-06-13"
"B02E",2,"ACPE","0-1",17.7,"18.6","2019-06-13"
"B02E",2,"ACRU","0-1",5.1,"5.1","2019-06-13"
"B02E",2,"ACRU","0-1",9.6,"13.0","2019-06-13"
"B02E",2,"ACRU","0-1",9.5,"10.2","2019-06-13"
"B02E",2,"ACRU","0-1",8.8,"10.6","2019-06-13"
"B02E",2,"FAGR","0-1",26.5,"28.2","2019-06-13"
"B02E",2,"ACRU","0-1",19,"21.5","2019-06-13"
"B02E",2,"ACRU","0-1",6.8,"8.0","2019-06-13"
"B02E",2,"ACRU","0-1",9,"10.0","2019-06-13"
"B02E",2,"FAGR","0-1",15.5,"28.0","2019-06-13"
"B02E",2,"FAGR","0-1",10.5,"27.0","2019-06-13"
"B02E",2,"ACPE","0-1",9.1,"11.7","2019-06-13"
"B02E",2,"ACPE","0-1",16.5,"18.8","2019-06-13"
"B02E",2,"ACPE","0-1",14.1,"14.6","2019-06-13"
"B02E",2,"ACPE","0-1",10.5,"13.7","2019-06-13"
"B02E",2,"ACPE","0-1",9.6,"11.0","2019-06-13"
"B02E",4,"ACPE","0-1",9.7,"13.5","2019-06-13"
"B02E",4,"ACRU","0-1",0,"3.7","2019-06-13"
"B02E",4,"ACRU","0-1",0,"4.0","2019-06-13"
"B02E",4,"ACRU","0-1",14,"14.3","2019-06-13"
"B02E",4,"ACRU","0-1",3.2,"4.0","2019-06-13"
"B02E",4,"ACRU","0-1",4.1,"4.4","2019-06-13"
"B02E",4,"ACRU","0-1",3.2,"4.2","2019-06-13"
"B02E",4,"ACRU","0-1",0,"4.0","2019-06-13"
"B02E",4,"ACRU","0-1",4.8,"5.8","2019-06-13"
"B02E",4,"ACRU","0-1",0,"5.0","2019-06-13"
"B02E",4,"ACRU","0-1",4.5,"5.0","2019-06-13"
"B02E",4,"ACRU","0-1",6.3,"6.7","2019-06-13"
"B02E",4,"ACPE","0-1",67.4,"67.9","2019-06-13"
"B02E",4,"ACRU","0-1",0,"4.0","2019-06-13"
"B02E",4,"ACRU","0-1",0,"6.1","2019-06-13"
"B02E",4,"ACRU","0-1",3.7,"4.0","2019-06-13"
"B02E",4,"ACPE","0-1",6.5,"6.8","2019-06-13"
"B02E",4,"ACPE","0-1",8,"8.7","2019-06-13"
"B02E",4,"ACRU","0-1",4.1,"5.1","2019-06-13"
"B02E",4,"QURU","0-1",15,"15.4","2019-06-13"
"B02E",4,"ACRU","0-1",10.4,"11.0","2019-06-13"
"B02E",4,"ACPE","0-1",14.6,"16.0","2019-06-13"
"B02E",4,"ACRU","0-1",4.1,"5.0","2019-06-13"
"B02E",4,"ACRU","0-1",4.3,"4.9","2019-06-13"
"B02E",4,"ACPE","0-1",15.1,"17.6","2019-06-13"
"B02E",4,"ACRU","0-1",4.6,"5.7","2019-06-13"
"B02E",6,"ACRU","0-1",5.8,"6.6","2019-06-13"
"B02E",6,"ACRU","0-1",5.3,"5.5","2019-06-13"
"B02E",6,"ACRU","0-1",0,"3.6","2019-06-13"
"B02E",6,"ACRU","0-1",5,"5.2","2019-06-13"
"B02E",6,"ACRU","0-1",6.5,"7.0","2019-06-13"
"B02E",6,"ACRU","0-1",0,"4.0","2019-06-13"
"B02E",6,"ACRU","0-1",6,"6.7","2019-06-13"
"B02E",6,"ACRU","0-1",0,"3.5","2019-06-13"
"B02E",6,"ACRU","0-1",3.3,"5.1","2019-06-13"
"B02E",6,"ACRU","0-1",7.4,"7.6","2019-06-13"
"B02E",6,"ACRU","0-1",5.7,"6.2","2019-06-13"
"B02E",6,"ACRU","0-1",9,"9.5","2019-06-13"
"B02E",6,"ACRU","0-1",7,"7.9","2019-06-13"
"B02E",6,"ACRU","0-1",7.3,"7.6","2019-06-13"
"B02E",6,"ACRU","0-1",5.2,"5.7","2019-06-13"
"B02E",6,"ACRU","0-1",6,"6.5","2019-06-13"
"B02E",6,"ACRU","0-1",6.4,"6.5","2019-06-13"
"B02E",6,"FAGR","0-1",13,"17.0","2019-06-13"
"B02E",6,"ACRU","0-1",4.6,"5.3","2019-06-13"
"B02E",6,"ACRU","0-1",4.5,"4.9","2019-06-13"
"B02E",6,"ACRU","0-1",5.5,"6.1","2019-06-13"
"B02E",8,"ACRU","0-1",8,"8.4","2019-06-13"
"B02E",8,"ACRU","0-1",10.2,"11.6","2019-06-13"
"B02E",8,"ACRU","0-1",11.3,"11.7","2019-06-13"
"B02E",8,"ACRU","0-1",18,"21.5","2019-06-13"
"B02E",8,"ACPE","0-1",33,"35.7","2019-06-13"
"B02E",8,"ACPE","0-1",35.5,"37.8","2019-06-13"
"B02E",8,"ACPE","0-1",32.7,"35.4","2019-06-13"
"B02W",2,"ACRU","0-1",10.3,"11.2","2019-06-13"
"B02W",2,"ACRU","0-1",11.5,"12.4","2019-06-13"
"B02W",2,"ACRU","0-1",10.5,"11.3","2019-06-13"
"B02W",2,"ACRU","0-1",0,"4.2","2019-06-13"
"B02W",2,"ACRU","0-1",6.8,"7.3","2019-06-13"
"B02W",2,"ACRU","0-1",4.1,"5.2","2019-06-13"
"B02W",4,"ACRU","0-1",13.1,"14.0","2019-06-13"
"B02W",4,"ACPE","0-1",18.1,"18.7","2019-06-13"
"B02W",4,"ACRU","0-1",12,"12.8","2019-06-13"
"B02W",4,"ACRU","0-1",7.2,"7.5","2019-06-13"
"B02W",4,"ACRU","0-1",19,"19.7","2019-06-13"
"B02W",4,"ACRU","0-1",16.8,"17.2","2019-06-13"
"B02W",4,"ACRU","0-1",9.9,"10.6","2019-06-13"
"B02W",4,"ACRU","0-1",22.3,"22.5","2019-06-13"
"B02W",4,"FAGR","0-1",29.5,"30.0","2019-06-13"
"B02W",4,"FAGR","0-1",27.5,"27.1","2019-06-13"
"B02W",4,"ACRU","0-1",10.3,"10.5","2019-06-13"
"B02W",4,"ACPE","0-1",11.7,"12.4","2019-06-13"
"B02W",4,"ACRU","0-1",9.4,"9.8","2019-06-13"
"B02W",4,"ACRU","0-1",15.2,"15.6","2019-06-13"
"B02W",4,"ACPE","0-1",22.4,"24.1","2019-06-13"
"B02W",4,"ACPE","0-1",35.2,"37.8","2019-06-13"
"B02W",4,"ACPE","0-1",32.5,"34.9","2019-06-13"
"B02W",4,"ACPE","0-1",110.4,"117.2","2019-06-13"
"B02W",6,"AMEL","0-1",46.8,"48.9","2019-06-13"
"B02W",6,"ACRU","0-1",7.8,"8.1","2019-06-13"
"B02W",6,"ACRU","0-1",7,"7.3","2019-06-13"
"B02W",6,"ACRU","0-1",6.7,"6.8","2019-06-13"
"B02W",6,"ACRU","0-1",3.7,"4.0","2019-06-13"
"B02W",6,"ACRU","0-1",5.1,"5.6","2019-06-13"
"B02W",6,"ACRU","0-1",13,"13.2","2019-06-13"
"B02W",6,"ACPE","0-1",23.5,"25.7","2019-06-13"
"B02W",6,"ACPE","0-1",17,"18.8","2019-06-13"
"B02W",6,"ACRU","0-1",12.2,"12.4","2019-06-13"
"B02W",6,"ACRU","0-1",12.2,"12.5","2019-06-13"
"B02W",6,"ACRU","0-1",10,"10.3","2019-06-13"
"B02W",6,"ACPE","1-2",97.5,"100.2","2019-06-13"
"B02W",6,"ACRU","0-1",0,"4.1","2019-06-13"
"B02W",6,"ACRU","0-1",0,"3.2","2019-06-13"
"B02W",6,"ACRU","0-1",0,"4.4","2019-06-13"
"B02W",6,"ACRU","0-1",0,"4.6","2019-06-13"
"B02W",6,"ACRU","0-1",4.8,"5.0","2019-06-13"
"B02W",6,"ACRU","0-1",4.7,"4.7","2019-06-13"
"B02W",6,"FAGR","1-2",88.9,"91.0","2019-06-13"
"B02W",6,"ACRU","0-1",0,"4.2","2019-06-13"
"B02W",6,"ACRU","0-1",17,"17.3","2019-06-13"
"B02W",6,"ACRU","0-1",7.6,"7.8","2019-06-13"
"B02W",6,"ACRU","0-1",7.5,"7.6","2019-06-13"
"B02W",6,"ACRU","0-1",7.7,"8.1","2019-06-13"
"B02W",6,"FAGR","0-1",45.4,"50.3","2019-06-13"
"B02W",8,NA,NA,NA,NA,"2019-06-13"
"B03E",2,"ACRU","0-1",10.5,"10.9","2019-06-13"
"B03E",2,"ACRU","0-1",10.5,"11.7","2019-06-13"
"B03E",2,"ACPE","0-1",9,"9.7","2019-06-13"
"B03E",2,"AMEL","0-1",16.5,"21.6","2019-06-13"
"B03E",2,"ACRU","0-1",0,"3.0","2019-06-13"
"B03E",2,"ACRU","0-1",33,"33.5","2019-06-13"
"B03E",2,"AMEL","0-1",8.5,"10.4","2019-06-13"
"B03E",2,"ACPE","0-1",8,"12.5","2019-06-13"
"B03E",2,"ACRU","0-1",21.6,"23.4","2019-06-13"
"B03E",2,"ACPE","0-1",10.4,"12.7","2019-06-13"
"B03E",2,"ACPE","0-1",12.5,"14.4","2019-06-13"
"B03E",4,"ACRU","0-1",5.2,"7.8","2019-06-13"
"B03E",4,"ACRU","0-1",6.6,"6.7","2019-06-13"
"B03E",4,"ACRU","0-1",9.1,"9.3","2019-06-13"
"B03E",4,"ACRU","0-1",0,"7.8","2019-06-13"
"B03E",4,"ACRU","0-1",0,"5.6","2019-06-13"
"B03E",4,"ACRU","0-1",10,"11.6","2019-06-13"
"B03E",4,"ACRU","0-1",11.9,"12.4","2019-06-13"
"B03E",4,"ACRU","0-1",0,"5.0","2019-06-13"
"B03E",4,"ACRU","0-1",0,"4.0","2019-06-13"
"B03E",4,"ACRU","0-1",6,"6.8","2019-06-13"
"B03E",4,"ACRU","0-1",5.6,"6.1","2019-06-13"
"B03E",4,"ACRU","0-1",6.5,"7.7","2019-06-13"
"B03E",4,"ACRU","0-1",7,"7.5","2019-06-13"
"B03E",4,"ACRU","0-1",7.6,"9.3","2019-06-13"
"B03E",4,"ACRU","0-1",6.5,"6.8","2019-06-13"
"B03E",4,"ACRU","0-1",0,"2.7","2019-06-13"
"B03E",4,"ACRU","0-1",0,"3.8","2019-06-13"
"B03E",4,"ACRU","0-1",0,"3.4","2019-06-13"
"B03E",4,"AMEL","0-1",6.3,"7.4","2019-06-13"
"B03E",4,"AMEL","0-1",7.3,"8.1","2019-06-13"
"B03E",4,"ACRU","0-1",0,"3.6","2019-06-13"
"B03E",4,"ACRU","0-1",14.8,"15.4","2019-06-13"
"B03E",4,"ACRU","0-1",15,"19.6","2019-06-13"
"B03E",4,"ACRU","0-1",0,"3.4","2019-06-13"
"B03E",4,"ACRU","0-1",5.1,"6.3","2019-06-13"
"B03E",4,"ACRU","0-1",5,"8.0","2019-06-13"
"B03E",4,"ACRU","0-1",0,"6.0","2019-06-13"
"B03E",4,"ACRU","0-1",9.2,"9.8","2019-06-13"
"B03E",4,"ACRU","0-1",4.5,"5.5","2019-06-13"
"B03E",4,"ACRU","0-1",3.4,"4.4","2019-06-13"
"B03E",4,"ACRU","0-1",6.5,"6.8","2019-06-13"
"B03E",4,"ACRU","0-1",4,"4.2","2019-06-13"
"B03E",4,"ACRU","0-1",3,"4.6","2019-06-13"
"B03E",4,"ACRU","0-1",4.6,"5.8","2019-06-13"
"B03E",6,"ACRU","0-1",5,"5.3","2019-06-13"
"B03E",6,"ACRU","0-1",5.1,"5.5","2019-06-13"
"B03E",6,"ACRU","0-1",4.5,"5.3","2019-06-13"
"B03E",6,"ACRU","0-1",3,"3.5","2019-06-13"
"B03E",6,"ACRU","0-1",17.5,"18.6","2019-06-13"
"B03E",6,"ACRU","0-1",18,"19.2","2019-06-13"
"B03E",6,"AMEL","0-1",12.7,"13.7","2019-06-13"
"B03E",6,"ACRU","0-1",9.4,"9.6","2019-06-13"
"B03E",6,"AMEL","0-1",39.3,"40.1","2019-06-13"
"B03E",6,"AMEL","0-1",35.4,"37.5","2019-06-13"
"B03E",6,"AMEL","0-1",16,"19.8","2019-06-13"
"B03E",6,"AMEL","0-1",41.5,"45.0","2019-06-13"
"B03E",6,"ACRU","0-1",4.7,"5.4","2019-06-13"
"B03E",6,"ACRU","0-1",4.5,"5.3","2019-06-13"
"B03E",6,"ACRU","0-1",11,"11.7","2019-06-13"
"B03E",6,"ACRU","0-1",5.4,"6.2","2019-06-13"
"B03E",8,"ACRU","0-1",16.5,"17.5","2019-06-13"
"B03E",8,"ACRU","0-1",0,"4.4","2019-06-13"
"B03E",8,"ACRU","0-1",6.9,"7.3","2019-06-13"
"B03E",8,"ACRU","0-1",26,"27.4","2019-06-13"
"B03E",8,"ACRU","0-1",26.5,"27.0","2019-06-13"
"B03E",8,"ACRU","0-1",6,"6.7","2019-06-13"
"B03E",8,"ACRU","0-1",28.1,"29.2","2019-06-13"
"B03E",8,"ACRU","0-1",3.4,"4.0","2019-06-13"
"B03E",8,"AMEL","0-1",12.6,"15.0","2019-06-13"
"B03E",8,"ACRU","0-1",11.5,"12.1","2019-06-13"
"B03E",8,"ACRU","0-1",4,"5.6","2019-06-13"
"B03E",8,"ACRU","0-1",5,"5.4","2019-06-13"
"B03E",8,"ACRU","0-1",0,"3.5","2019-06-13"
"B03E",8,"ACRU","0-1",0,"3.8","2019-06-13"
"B03E",8,"AMEL","0-1",12.7,"14.0","2019-06-13"
"B03E",8,"ACRU","0-1",0,"5.6","2019-06-13"
"B03E",8,"ACRU","0-1",6.5,"10.6","2019-06-13"
"B03E",8,"ACRU","0-1",3.5,"5.1","2019-06-13"
"B03E",8,"ACRU","0-1",17.5,"20.4","2019-06-13"
"B03E",8,"ACRU","0-1",30,"31.2","2019-06-13"
"B03E",8,"ACRU","0-1",6.9,"7.6","2019-06-13"
"B03E",8,"ACRU","0-1",14.4,"16.2","2019-06-13"
"B03E",8,"ACRU","0-1",0,"3.9","2019-06-13"
"B03E",8,"ACRU","0-1",0,"3.4","2019-06-13"
"B03E",8,"ACRU","0-1",6,"6.6","2019-06-13"
"B03E",8,"ACRU","0-1",16.3,"17.9","2019-06-13"
"B03E",8,"ACRU","0-1",0,"4.1","2019-06-13"
"B03E",8,"ACRU","0-1",0,"4.8","2019-06-13"
"B03E",8,"ACRU","0-1",13.6,"14.8","2019-06-13"
"B03W",2,"ACRU","0-1",0,"5.5","2019-06-13"
"B03W",2,"ACRU","0-1",0,"8.9","2019-06-13"
"B03W",2,"ACRU","0-1",0,"5.6","2019-06-13"
"B03W",2,"ACRU","0-1",0,"5.1","2019-06-13"
"B03W",2,"ACRU","0-1",0,"4.8","2019-06-13"
"B03W",2,"ACRU","0-1",0,"4.2","2019-06-13"
"B03W",2,"ACRU","0-1",0,"4.0","2019-06-13"
"B03W",2,"ACRU","0-1",3.3,"4.4","2019-06-13"
"B03W",2,"ACRU","0-1",0,"6.4","2019-06-13"
"B03W",2,"ACRU","0-1",0,"4.8","2019-06-13"
"B03W",2,"ACRU","0-1",0,"7.0","2019-06-13"
"B03W",2,"ACRU","0-1",0,"7.5","2019-06-13"
"B03W",4,"ACRU","0-1",0,"5.0","2019-06-13"
"B03W",4,"ACRU","0-1",0,"5.4","2019-06-13"
"B03W",4,"ACRU","0-1",5.4,"5.6","2019-06-13"
"B03W",4,"ACRU","0-1",2.4,"2.8","2019-06-13"
"B03W",4,"ACRU","0-1",0,"3.7","2019-06-13"
"B03W",4,"ACRU","0-1",0,"3.3","2019-06-13"
"B03W",4,"ACRU","0-1",0,"5.8","2019-06-13"
"B03W",4,"ACRU","0-1",5.5,"6.0","2019-06-13"
"B03W",4,"ACRU","0-1",8.6,"11.2","2019-06-13"
"B03W",4,"ACRU","0-1",0,"4.3","2019-06-13"
"B03W",6,"ACRU","0-1",4.8,"5.0","2019-06-13"
"B03W",6,"ACRU","0-1",0,"2.5","2019-06-13"
"B03W",6,"ACRU","0-1",0,"2.7","2019-06-13"
"B03W",6,"ACRU","0-1",0,"3.3","2019-06-13"
"B03W",6,"ACRU","0-1",8,"9.0","2019-06-13"
"B03W",6,"ACRU","0-1",4,"4.3","2019-06-13"
"B03W",6,"ACRU","0-1",0,"5.0","2019-06-13"
"B03W",6,"ACRU","0-1",4.5,"4.7","2019-06-13"
"B03W",6,"ACRU","0-1",4.7,"5.1","2019-06-13"
"B03W",6,"ACRU","0-1",10.6,"10.7","2019-06-13"
"B03W",6,"ACRU","0-1",6.3,"6.5","2019-06-13"
"B03W",6,"ACRU","0-1",9.9,"10.8","2019-06-13"
"B03W",6,"ACRU","0-1",5.2,"5.7","2019-06-13"
"B03W",6,"ACRU","0-1",3.5,"4.4","2019-06-13"
"B03W",6,"ACRU","0-1",4.3,"5.1","2019-06-13"
"B03W",6,"ACRU","0-1",0,"6.8","2019-06-13"
"B03W",6,"ACRU","0-1",5,"6.1","2019-06-13"
"B03W",6,"ACRU","0-1",3.1,"4.8","2019-06-13"
"B03W",6,"ACRU","0-1",7.7,"8.3","2019-06-13"
"B03W",6,"ACRU","0-1",0,"3.6","2019-06-13"
"B03W",6,"ACRU","0-1",7,"7.2","2019-06-13"
"B03W",6,"QURU","0-1",22,"23.9","2019-06-13"
"B03W",6,"QURU","0-1",24.7,"25.5","2019-06-13"
"B03W",6,"ACRU","0-1",10,"11.4","2019-06-13"
"B03W",6,"ACRU","0-1",6,"7.1","2019-06-13"
"B03W",6,"ACRU","0-1",5,"5.4","2019-06-13"
"B03W",6,"ACRU","0-1",3,"3.4","2019-06-13"
"B03W",6,"ACRU","0-1",0,"3.5","2019-06-13"
"B03W",6,"ACRU","0-1",5.1,"6.0","2019-06-13"
"B03W",6,"ACRU","0-1",2.5,"3.0","2019-06-13"
"B03W",6,"ACRU","0-1",4.1,"4.5","2019-06-13"
"B03W",6,"ACRU","0-1",0,"6.3","2019-06-13"
"B03W",6,"ACRU","0-1",7.8,"9.3","2019-06-13"
"B03W",6,"ACRU","0-1",12.4,"13.4","2019-06-13"
"B03W",6,"ACRU","0-1",13,"16.3","2019-06-13"
"B03W",6,"ACRU","0-1",8.4,"9.5","2019-06-13"
"B03W",6,"ACRU","0-1",6.5,"7.1","2019-06-13"
"B03W",6,"ACRU","0-1",10.3,"11.4","2019-06-13"
"B03W",6,"ACRU","0-1",7.3,"8.2","2019-06-13"
"B03W",6,"ACRU","0-1",9.5,"10.5","2019-06-13"
"B03W",6,"ACRU","0-1",3.6,"4.1","2019-06-13"
"B03W",6,"ACRU","0-1",4.2,"5.6","2019-06-13"
"B03W",6,"ACRU","0-1",3.5,"5.5","2019-06-13"
"B03W",6,"ACRU","0-1",8.6,"10.5","2019-06-13"
"B03W",6,"ACRU","0-1",5.4,"6.1","2019-06-13"
"B03W",6,"ACRU","0-1",7.4,"7.7","2019-06-13"
"B03W",6,"ACRU","0-1",0,"5.0","2019-06-13"
"B03W",6,"ACRU","0-1",0,"3.2","2019-06-13"
"B03W",6,"ACRU","0-1",5.5,"6.0","2019-06-13"
"B03W",6,"ACRU","0-1",5.5,"6.5","2019-06-13"
"B03W",6,"ACRU","0-1",0,"5.2","2019-06-13"
"B03W",8,"FAGR","1-2",123.6,"137.5","2019-06-13"
"B03W",8,"ACRU","0-1",22.3,"23.1","2019-06-13"
"B03W",8,"ACRU","0-1",0,"4.2","2019-06-13"
"B03W",8,"ACRU","0-1",0,"4.4","2019-06-13"
"B03W",8,"ACRU","0-1",0,"4.1","2019-06-13"
"B03W",8,"ACPE","0-1",7.5,"9.0","2019-06-13"
"B03W",8,"ACPE","0-1",11.5,"12.5","2019-06-13"
"B03W",8,"ACPE","0-1",11,"11.7","2019-06-13"
"B03W",8,"ACRU","0-1",0,"5.0","2019-06-13"
"B03W",8,"ACRU","0-1",0,"5.1","2019-06-13"
"B03W",8,"ACRU","0-1",14,"14.3","2019-06-13"
"B03W",8,"ACRU","0-1",12.3,"12.6","2019-06-13"
"B03W",8,"ACPE","0-1",16.8,"17.1","2019-06-13"
"B03W",8,"ACPE","0-1",16,"16.8","2019-06-13"
"B03W",8,"ACPE","0-1",19,"20.3","2019-06-13"
"B03W",8,"ACRU","0-1",0,"4.8","2019-06-13"
"B03W",8,"ACRU","0-1",6.5,"7.1","2019-06-13"
"B03W",8,"ACPE","0-1",12.2,"12.5","2019-06-13"
"B03W",8,"ACPE","0-1",13.7,"14.1","2019-06-13"
"B03W",8,"ACRU","0-1",0,"3.8","2019-06-13"
"B03W",8,"ACRU","0-1",0,"4.7","2019-06-13"
"B03W",8,"ACRU","0-1",0,"3.1","2019-06-13"
"B03W",8,"ACRU","0-1",0,"4.4","2019-06-13"
"B03W",8,"ACRU","0-1",13,"13.2","2019-06-13"
"B03W",8,"ACRU","0-1",11.8,"12.3","2019-06-13"
"B03W",8,"ACRU","0-1",7.5,"7.8","2019-06-13"
"B03W",8,"QURU","0-1",15.6,"16.2","2019-06-13"
"B03W",8,"QURU","0-1",10,"11.0","2019-06-13"
"B03W",8,"ACRU","0-1",5.8,"6.1","2019-06-13"
"B03W",8,"ACRU","0-1",11.2,"12.0","2019-06-13"
"B03W",8,"ACPE","0-1",17,"17.8","2019-06-13"
"B03W",8,"ACPE","0-1",16,"17.1","2019-06-13"
"B03W",8,"ACRU","0-1",5.5,"5.9","2019-06-13"
"B03W",8,"ACPE","0-1",6,"6.6","2019-06-13"
"B03W",8,"ACRU","0-1",5.6,"5.8","2019-06-13"
"B03W",8,"ACPE","0-1",9.5,"13.0","2019-06-13"
"B03W",8,"ACRU","0-1",6.5,"7.9","2019-06-13"
"B03W",8,"AMEL","0-1",16.5,"19.0","2019-06-13"
"B03W",8,"ACRU","0-1",0,"6.8","2019-06-13"
"B03W",8,"ACRU","0-1",13.5,"14.1","2019-06-13"
"B03W",8,"AMEL","0-1",28,"28.6","2019-06-13"
"B03W",8,"ACRU","0-1",0,"3.1","2019-06-13"
"B03W",8,"ACRU","0-1",0,"4.8","2019-06-13"
"B04E",2,"QURU","0-1",12.5,"13.6","2019-06-13"
"B04E",2,"ACRU","0-1",20.3,"21.0","2019-06-13"
"B04E",2,"ACRU","0-1",31.4,"32.0","2019-06-13"
"B04E",2,"ACPE","0-1",9.8,"12.9","2019-06-13"
"B04E",2,"ACPE","0-1",6.9,"12.0","2019-06-13"
"B04E",2,"ACPE","0-1",14.5,"15.4","2019-06-13"
"B04E",2,"ACPE","0-1",16,"16.6","2019-06-13"
"B04E",2,"ACPE","0-1",54.4,"55.4","2019-06-13"
"B04E",2,"ACPE","0-1",39.5,"40.1","2019-06-13"
"B04E",2,"ACRU","0-1",25.3,"26.4","2019-06-13"
"B04E",2,"ACPE","0-1",54.7,"55.4","2019-06-13"
"B04E",2,"ACPE","0-1",71.5,"72.1","2019-06-13"
"B04E",2,"ACRU","0-1",16,"16.6","2019-06-13"
"B04E",2,"ACPE","0-1",8.7,"11.9","2019-06-13"
"B04E",2,"ACPE","0-1",11,"14.3","2019-06-13"
"B04E",2,"ACRU","0-1",17.1,"17.8","2019-06-13"
"B04E",2,"ACPE","0-1",13.8,"15.3","2019-06-13"
"B04E",2,"ACPE","0-1",6.5,"9.2","2019-06-13"
"B04E",2,"ACRU","0-1",0,"5.1","2019-06-13"
"B04E",2,"ACRU","0-1",28.1,"28.3","2019-06-13"
"B04E",4,"ACRU","0-1",0,"7.0","2019-06-13"
"B04E",4,"ACRU","0-1",4.1,"4.7","2019-06-13"
"B04E",4,"ACRU","0-1",3.9,"6.5","2019-06-13"
"B04E",4,"ACRU","0-1",4.3,"5.6","2019-06-13"
"B04E",4,"ACRU","0-1",5.5,"5.7","2019-06-13"
"B04E",4,"ACRU","0-1",6,"9.3","2019-06-13"
"B04E",4,"ACRU","0-1",0,"4.0","2019-06-13"
"B04E",4,"ACRU","0-1",0,"5.0","2019-06-13"
"B04E",4,"ACRU","0-1",6.5,"6.9","2019-06-13"
"B04E",4,"ACRU","0-1",12.2,"12.9","2019-06-13"
"B04E",4,"ACRU","0-1",3.6,"4.5","2019-06-13"
"B04E",4,"ACRU","0-1",16.5,"17.4","2019-06-13"
"B04E",4,"ACRU","0-1",8.5,"9.4","2019-06-13"
"B04E",4,"ACRU","0-1",10,"10.4","2019-06-13"
"B04E",4,"ACRU","0-1",6.3,"7.6","2019-06-13"
"B04E",4,"ACRU","0-1",0,"3.5","2019-06-13"
"B04E",4,"ACRU","0-1",6,"6.3","2019-06-13"
"B04E",4,"ACRU","0-1",0,"4.5","2019-06-13"
"B04E",4,"ACRU","0-1",0,"5.0","2019-06-13"
"B04E",4,"ACRU","0-1",4.2,"4.5","2019-06-13"
"B04E",4,"ACRU","0-1",4.5,"4.9","2019-06-13"
"B04E",4,"ACRU","0-1",5.6,"6.9","2019-06-13"
"B04E",4,"ACRU","0-1",4,"4.5","2019-06-13"
"B04E",4,"ACRU","0-1",0,"2.4","2019-06-13"
"B04E",4,"ACRU","0-1",4.6,"4.8","2019-06-13"
"B04E",4,"ACRU","0-1",14.4,"16.5","2019-06-13"
"B04E",4,"ACRU","0-1",5.2,"10.0","2019-06-13"
"B04E",4,"ACRU","0-1",4,"4.6","2019-06-13"
"B04E",4,"ACRU","0-1",7.5,"7.8","2019-06-13"
"B04E",4,"ACRU","0-1",3.1,"3.6","2019-06-13"
"B04E",4,"ACRU","0-1",0,"3.8","2019-06-13"
"B04E",4,"ACRU","0-1",0,"2.5","2019-06-13"
"B04E",4,"ACRU","0-1",3,"5.0","2019-06-13"
"B04E",4,"ACRU","0-1",5.4,"6.5","2019-06-13"
