"subplot","nested_subplot","species","basal_diameter_cm","height_budscar_cm","height_total_cm","date"
"D02W",8,"PIST","0-1",4.5,NA,"2019-06-14"
"D03E",2,"ACRU","0-1",5,"5.6","2019-06-14"
"D03E",4,"ACRU","0-1",0,"4.6","2019-06-14"
"D03E",4,"ACRU","0-1",4.4,"4.5","2019-06-14"
"D03E",4,"QURU","0-1",5.2,"6.6","2019-06-14"
"D03E",4,"QURU","0-1",7.2,"9.1","2019-06-14"
"D03E",4,"ACRU","0-1",0,"4.0","2019-06-14"
"D03E",6,"ACRU","0-1",4.3,"4.6","2019-06-14"
"D03E",6,"AMEL","0-1",10,"10.6","2019-06-14"
"D03E",6,"AMEL","0-1",12.2,"23.2","2019-06-14"
"D03E",6,"ACRU","0-1",10,"10.5","2019-06-14"
"D03E",6,"AMEL","0-1",51.7,"53.1","2019-06-14"
"D03E",6,"ACRU","0-1",0,"5.3","2019-06-14"
"D03E",6,"ACRU","0-1",3,"3.4","2019-06-14"
"D03E",6,"ACRU","0-1",14,"15.2","2019-06-14"
"D03E",8,"ACRU","0-1",9.6,"9.9","2019-06-14"
"D03E",8,"ACRU","0-1",0,"3.3","2019-06-14"
"D03E",8,"AMEL","0-1",15,"15.5","2019-06-14"
"D03E",8,"ACRU","0-1",16.5,"17.8","2019-06-14"
"D03E",8,"AMEL","0-1",7.5,"8.8","2019-06-14"
"D03E",8,"ACRU","0-1",8.9,"9.6","2019-06-14"
"D03E",8,"ACRU","0-1",6,"7.2","2019-06-14"
"D03W",2,"ACRU","0-1",0,"4.1","2019-06-14"
"D03W",2,"ACRU","0-1",4,"5.4","2019-06-14"
"D03W",2,"ACRU","0-1",0,"3.1","2019-06-14"
"D03W",2,"ACRU","0-1",0,"5.6","2019-06-14"
"D03W",4,"FAGR","0-1",6.1,"7.2","2019-06-14"
"D03W",4,"ACRU","0-1",30.1,"31.0","2019-06-14"
"D03W",4,"PIST","0-1",0,"6.1","2019-06-14"
"D03W",4,"ACRU","1-2",58.5,NA,"2019-06-14"
"D03W",4,"ACRU","0-1",7,"7.9","2019-06-14"
"D03W",4,"ACRU","0-1",13,"13.5","2019-06-14"
"D03W",6,"ACRU","0-1",8.3,"9.6","2019-06-14"
"D03W",6,"ACRU","0-1",19,"21.0","2019-06-14"
"D03W",6,"ACRU","0-1",6,"6.9","2019-06-14"
"D03W",8,"ACRU","0-1",4.5,"7.0","2019-06-14"
"D03W",8,"ACRU","0-1",13,"13.7","2019-06-14"
"D03W",8,"ACRU","0-1",5.6,"6.1","2019-06-14"
"D03W",8,"ACRU","0-1",9.3,"9.6","2019-06-14"
"D03W",8,"ACRU","0-1",9.4,"9.8","2019-06-14"
"D03W",8,"ACRU","0-1",15,"15.8","2019-06-14"
"D03W",8,"ACRU","0-1",9,"9.4","2019-06-14"
"D03W",8,"ACRU","0-1",9.4,"9.8","2019-06-14"
"D03W",8,"ACRU","0-1",10.5,"10.9","2019-06-14"
"D03W",8,"ACRU","0-1",24,"24.3","2019-06-14"
"D03W",8,"ACRU","0-1",15.5,"15.9","2019-06-14"
"D03W",8,"ACRU","0-1",11,"11.3","2019-06-14"
"D03W",8,"ACRU","0-1",10.5,"11.1","2019-06-14"
"D03W",8,"ACRU","0-1",12.3,"12.6","2019-06-14"
"D03W",8,"ACRU","0-1",10.4,"10.8","2019-06-14"
"D04E",2,"QURU","0-1",14.5,"16.4","2019-06-14"
"D04E",2,"QURU","0-1",22.5,"23.9","2019-06-14"
"D04E",2,"QURU","0-1",15,"17.7","2019-06-14"
"D04E",2,"ACRU","0-1",0,"1.9","2019-06-14"
"D04E",4,"FAGR","1-2",160,"183.3","2019-06-14"
"D04E",6,"QURU","0-1",9,"10.7","2019-06-14"
"D04E",6,"AMEL","0-1",12.6,"12.9","2019-06-14"
"D04E",6,"AMEL","0-1",8.2,"9.5","2019-06-14"
"D04E",8,"ACRU","0-1",7.5,"10.2","2019-06-14"
"D04E",8,"ACRU","0-1",19.3,"20.4","2019-06-14"
"D04E",8,"ACRU","0-1",9.4,"10.0","2019-06-14"
"D04E",8,"ACRU","0-1",0,"2.3","2019-06-14"
"D04E",8,"AMEL","0-1",11.5,"14.3","2019-06-14"
"D04E",8,"AMEL","0-1",22,"27.9","2019-06-14"
"D04E",8,"ACRU","0-1",32.4,"33.0","2019-06-14"
"D04E",8,"AMEL","0-1",3.5,"6.0","2019-06-14"
"D04E",8,"ACRU","0-1",14.4,"14.8","2019-06-14"
"D04E",8,"ACRU","0-1",18.5,"18.9","2019-06-14"
"D04E",8,"AMEL","0-1",6.9,"15.3","2019-06-14"
"D04E",8,"AMEL","0-1",0,"8.3","2019-06-14"
"D04E",8,"PIST","0-1",20.5,NA,"2019-06-14"
"D04E",8,"ACRU","0-1",27,"27.6","2019-06-14"
"D04E",8,"AMEL","0-1",18,"22.5","2019-06-14"
"D04E",8,"AMEL","0-1",5,"7.9","2019-06-14"
"D04E",8,"AMEL","0-1",16.1,"16.8","2019-06-14"
"D04E",8,"AMEL","0-1",5.4,"6.2","2019-06-14"
"D04E",8,"AMEL","0-1",32,"32.2","2019-06-14"
"D04E",8,"ACRU","0-1",0,"3.8","2019-06-14"
"D04E",8,"ACRU","0-1",0,"4.2","2019-06-14"
"D04E",8,"AMEL","0-1",36,"36.5","2019-06-14"
"D04W",2,"PIST","0-1",12.5,NA,"2019-06-14"
"D04W",2,"AMEL","0-1",0,"3.3","2019-06-14"
"D04W",2,"ACRU","0-1",7,"7.8","2019-06-14"
"D04W",2,"ACRU","0-1",12.5,"12.9","2019-06-14"
"D04W",2,"ACRU","0-1",0,"4.1","2019-06-14"
"D04W",2,"ACRU","0-1",31,"34.6","2019-06-14"
"D04W",2,"ACRU","0-1",26.8,"28.1","2019-06-14"
"D04W",4,"ACRU","0-1",4,"6.4","2019-06-14"
"D04W",4,"AMEL","0-1",0,"5.5","2019-06-14"
"D04W",4,"AMEL","0-1",0,"4.3","2019-06-14"
"D04W",4,"ACRU","0-1",6,"6.7","2019-06-14"
"D04W",4,"ACRU","0-1",21,"25.8","2019-06-14"
"D04W",6,"ACRU","0-1",10.5,"12.3","2019-06-14"
"D04W",6,"ACRU","0-1",3,"5.5","2019-06-14"
"D04W",6,"ACRU","0-1",22.1,"23.7","2019-06-14"
"D04W",6,"ACRU","0-1",7.5,"8.0","2019-06-14"
"D04W",6,"ACRU","0-1",6,"6.8","2019-06-14"
"D04W",6,"ACRU","0-1",5.8,"6.1","2019-06-14"
"D04W",8,"ACRU","0-1",8.5,"10.4","2019-06-14"
"D04W",8,"ACRU","0-1",6.5,"7.6","2019-06-14"
"D04W",8,"ACRU","0-1",5,"6.1","2019-06-14"
"D04W",8,"ACRU","0-1",8.1,"9.2","2019-06-14"
"D04W",8,"ACRU","0-1",17.2,"19.3","2019-06-14"
"D04W",8,"ACRU","0-1",20.5,"22.5","2019-06-14"
"D04W",8,"ACRU","0-1",17.3,"18.7","2019-06-14"
"D04W",8,"ACRU","0-1",10.1,"11.6","2019-06-14"
"D04W",8,"AMEL","0-1",22.4,"28.3","2019-06-14"
"D04W",8,"QURU","0-1",10,"12.4","2019-06-14"
"D04W",8,"ACRU","0-1",3.4,"4.9","2019-06-14"
"D04W",8,"AMEL","0-1",10.5,"10.7","2019-06-14"
"D04W",8,"AMEL","0-1",21.8,"28.5","2019-06-14"
"D04W",8,"ACRU","0-1",7.5,"8.8","2019-06-14"
"D04W",8,"ACRU","0-1",4.2,"5.0","2019-06-14"
"D04W",8,"ACRU","0-1",5.4,"6.3","2019-06-14"
"D04W",8,"ACRU","0-1",7.9,"9.0","2019-06-14"
"D04W",8,"ACRU","0-1",9.5,"10.9","2019-06-14"
"D04W",8,"ACRU","0-1",6.2,"7.0","2019-06-14"
"D04W",8,"ACRU","0-1",7,"7.4","2019-06-14"
"A03E",2,"ACSA","0-1",23.5,"24.6","2019-08-06"
"A03E",2,"ACSA","0-1",26.6,"27.5","2019-08-06"
"A03E",2,"ACPE","0-1",0,"4.2","2019-08-06"
"A03E",2,"ACRU","0-1",0,"4.6","2019-08-06"
"A03E",2,"ACRU","0-1",6,"9.5","2019-08-06"
"A03E",2,"ACRU","0-1",5.2,"6.5","2019-08-06"
"A03E",2,"ACSA","0-1",11.4,"12.4","2019-08-06"
"A03E",2,"ACPE","0-1",17,"17.4","2019-08-06"
"A03E",2,"ACRU","0-1",6,"7.6","2019-08-06"
"A03E",2,"FAGR","0-1",35.5,"40.3","2019-08-06"
"A03E",2,"FAGR","0-1",62.8,"64.4","2019-08-06"
"A03E",2,"FAGR","0-1",30,"32.8","2019-08-06"
"A03E",2,"FAGR","0-1",31.6,"32.4","2019-08-06"
"A03E",2,"ACRU","0-1",8.9,"9.8","2019-08-06"
"A03E",2,"ACRU","0-1",6.5,"6.9","2019-08-06"
"A03E",2,"ACRU","0-1",6,"7.0","2019-08-06"
"A03E",2,"ACRU","0-1",9.1,"10.2","2019-08-06"
"A03E",2,"ACRU","0-1",5,"6.4","2019-08-06"
"A03E",2,"ACSA","0-1",15.5,"16.5","2019-08-06"
"A03E",2,"ACSA","0-1",10.3,"11.2","2019-08-06"
"A03E",2,"ACRU","0-1",8.5,"10.0","2019-08-06"
"A03E",2,"ACPE","0-1",9.6,"11.1","2019-08-06"
"A03E",2,"ACSA","0-1",9.4,"10.0","2019-08-06"
"A03E",2,"ACRU","0-1",5.8,"6.6","2019-08-06"
"A03E",2,"ACRU","0-1",3,"4.5","2019-08-06"
"A03E",2,"ACSA","0-1",12.2,"13.8","2019-08-06"
"A03E",2,"ACSA","0-1",6.8,"7.2","2019-08-06"
"A03E",2,"ACRU","0-1",0,"4.8","2019-08-06"
"A03E",2,"ACPE","0-1",3,"5.6","2019-08-06"
"A03E",2,"ACRU","0-1",8,"9.2","2019-08-06"
"A03E",2,"ACSA","0-1",7.4,"7.9","2019-08-06"
"A03E",2,"ACRU","0-1",6.5,"7.2","2019-08-06"
"A03E",2,"ACPE","0-1",0,"3.0","2019-08-06"
"A03E",2,"ACRU","0-1",10,"10.5","2019-08-06"
"A03E",2,"ACPE","0-1",14.2,"16.4","2019-08-06"
"A03E",2,"ACRU","0-1",4.5,"6.4","2019-08-06"
"A03E",2,"ACSA","0-1",13,"13.5","2019-08-06"
"A03E",2,"ACPE","0-1",10.9,"12.2","2019-08-06"
"A03E",2,"FAGR","0-1",66.5,"68.1","2019-08-06"
"A03E",4,"ACRU","0-1",6.8,"7.3","2019-08-06"
"A03E",4,"ACRU","0-1",5.9,"6.3","2019-08-06"
"A03E",4,"ACRU","0-1",4.9,"6.0","2019-08-06"
"A03E",4,"ACRU","0-1",4.6,"7.5","2019-08-06"
"A03E",4,"ACRU","0-1",5.5,"5.8","2019-08-06"
"A03E",4,"ACPE","0-1",15.5,"18.5","2019-08-06"
"A03E",4,"ACPE","0-1",10.4,"11.3","2019-08-06"
"A03E",4,"ACSA","0-1",10.4,"11.7","2019-08-06"
"A03E",4,"FAGR","0-1",13.6,"14.5","2019-08-06"
"A03E",4,"ACPE","0-1",4.6,"5.8","2019-08-06"
"A03E",4,"ACRU","0-1",6.6,"8.0","2019-08-06"
"A03E",4,"ACRU","0-1",4.2,"5.4","2019-08-06"
"A03E",4,"ACRU","0-1",4.4,"5.3","2019-08-06"
"A03E",4,"ACPE","0-1",17,"28.4","2019-08-06"
"A03E",4,"ACPE","0-1",19.3,"22.1","2019-08-06"
"A03E",4,"ACPE","0-1",8,"9.1","2019-08-06"
"A03E",4,"ACRU","0-1",4.5,"5.5","2019-08-06"
"A03E",4,"ACRU","0-1",0,"4.5","2019-08-06"
"A03E",4,"ACRU","0-1",7,"7.6","2019-08-06"
"A03E",4,"ACRU","0-1",6.5,"7.2","2019-08-06"
"A03E",4,"ACRU","0-1",5,"5.3","2019-08-06"
"A03E",4,"ACRU","0-1",5.1,"5.6","2019-08-06"
"A03E",4,"ACSA","0-1",8.3,"8.9","2019-08-06"
"A03E",4,"ACRU","0-1",5,"6.0","2019-08-06"
"A03E",4,"FAGR","0-1",31,"33.0","2019-08-06"
"A03E",4,"FAGR","0-1",64.6,"67.4","2019-08-06"
"A03E",4,"FAGR","1-2",75,"76.6","2019-08-06"
"A03E",4,"FAGR","1-2",37.5,"49.2","2019-08-06"
"A03E",6,"ACPE","0-1",8.6,"9.7","2019-08-06"
"A03E",6,"ACRU","0-1",5,"5.3","2019-08-06"
"A03E",6,"ACPE","0-1",8.8,"9.6","2019-08-06"
"A03E",6,"ACRU","0-1",0,"5.6","2019-08-06"
"A03E",6,"ACRU","0-1",0,"2.3","2019-08-06"
"A03E",6,"ACSA","0-1",14,"14.6","2019-08-06"
"A03E",6,"ACRU","0-1",0,"3.9","2019-08-06"
"A03E",6,"FAGR","0-1",22,"22.5","2019-08-06"
"A03E",6,"ACPE","0-1",15.8,"17.3","2019-08-06"
"A03E",6,"ACPE","0-1",2.5,"4.4","2019-08-06"
"A03E",6,"ACRU","0-1",12.2,"12.7","2019-08-06"
"A03E",6,"ACRU","0-1",0,"5.0","2019-08-06"
"A03E",6,"ACPE","0-1",59,"61.9","2019-08-06"
"A03E",6,"ACPE","0-1",71,"73.5","2019-08-06"
"A03E",6,"FAGR","0-1",76,"80.8","2019-08-06"
"A03E",6,"AMEL","0-1",25,"25.5","2019-08-06"
"A03E",6,"ACPE","0-1",12.8,"13.5","2019-08-06"
"A03E",6,"AMEL","0-1",0,"6.0","2019-08-06"
"A03E",6,"ACPE","0-1",10,"11.2","2019-08-06"
"A03E",6,"ACRU","0-1",0,"8.4","2019-08-06"
"A03E",6,"ACRU","0-1",5.1,"5.4","2019-08-06"
"A03E",6,"AMEL","0-1",26.6,"28.3","2019-08-06"
"A03E",6,"ACRU","0-1",5.5,"9.8","2019-08-06"
"A03E",6,"ACRU","0-1",7.5,"8.0","2019-08-06"
"A03E",6,"ACRU","0-1",7.2,"10.3","2019-08-06"
"A03E",6,"FAGR","0-1",15,"18.5","2019-08-06"
"A03E",6,"ACRU","0-1",3.5,"3.3","2019-08-06"
"A03E",6,"ACRU","0-1",5.4,"5.7","2019-08-06"
"A03E",6,"ACRU","0-1",5,"5.6","2019-08-06"
"A03E",6,"ACRU","0-1",0,"4.3","2019-08-06"
"A03E",6,"ACRU","0-1",0,"4.1","2019-08-06"
"A03E",6,"ACRU","0-1",9.3,"9.8","2019-08-06"
"A03E",6,"ACPE","0-1",18.8,"22.2","2019-08-06"
"A03E",6,"ACRU","0-1",10.2,"12.4","2019-08-06"
"A03E",6,"ACRU","0-1",7.5,"8.1","2019-08-06"
"A03E",6,"ACRU","0-1",2,"2.8","2019-08-06"
"A03E",6,"ACRU","0-1",6.5,"7.2","2019-08-06"
"A03E",6,"ACSA","0-1",11,"11.5","2019-08-06"
"A03E",6,"ACPE","0-1",63.4,"66.2","2019-08-06"
"A03E",6,"ACRU","0-1",0,"4.2","2019-08-06"
"A03E",8,"ACPE","0-1",8.5,"9.1","2019-08-06"
"A03E",8,"ACPE","0-1",0,"5.5","2019-08-06"
"A03E",8,"ACRU","0-1",6,"6.5","2019-08-06"
"A03E",8,"ACPE","0-1",0,"4.0","2019-08-06"
"A03E",8,"ACRU","0-1",6.5,"6.8","2019-08-06"
"A03E",8,"ACRU","0-1",6.9,"7.3","2019-08-06"
"A03E",8,"ACSA","0-1",10.1,"10.8","2019-08-06"
"A03E",8,"ACSA","0-1",11,"11.6","2019-08-06"
"A03E",8,"ACSA","0-1",10.2,"10.7","2019-08-06"
"A03E",8,"ACSA","0-1",9.5,"9.9","2019-08-06"
"A03E",8,"ACSA","0-1",10.2,"10.8","2019-08-06"
"A03E",8,"ACRU","0-1",4.9,"5.2","2019-08-06"
"A03E",8,"ACRU","0-1",13.5,"14.2","2019-08-06"
"A03E",8,"FAGR","0-1",104.7,"106.0","2019-08-06"
"A03E",8,"FAGR","1-2",94.2,"95.3","2019-08-06"
"A03W",2,"ACPE","0-1",44,"45.4","2019-08-06"
"A03W",2,"ACPE","0-1",8.4,"9.2","2019-08-06"
"A03W",2,"ACPE","0-1",10.4,"11.3","2019-08-06"
"A03W",2,"ACPE","0-1",13.8,"15.2","2019-08-06"
"A03W",2,"ACSA","0-1",13,"14.0","2019-08-06"
"A03W",2,"ACSA","0-1",8.6,"9.2","2019-08-06"
"A03W",2,"ACRU","0-1",9.5,"10.5","2019-08-06"
"A03W",2,"ACPE","0-1",10.1,"11.4","2019-08-06"
"A03W",2,"ACSA","0-1",13.6,"14.9","2019-08-06"
"A03W",2,"ACPE","0-1",19,"20.9","2019-08-06"
"A03W",2,"ACRU","0-1",5,"5.6","2019-08-06"
"A03W",2,"ACPE","0-1",10,"10.4","2019-08-06"
"A03W",2,"ACPE","0-1",37,"38.4","2019-08-06"
"A03W",2,"ACPE","0-1",100,"102.4","2019-08-06"
"A03W",2,"ACPE","0-1",39.8,"41.5","2019-08-06"
"A03W",2,"ACPE","0-1",109,"110.7","2019-08-06"
"A03W",2,"ACPE","0-1",25,"26.5","2019-08-06"
"A03W",2,"ACPE","0-1",28.8,"30.6","2019-08-06"
"A03W",2,"ACPE","0-1",18,"19.2","2019-08-06"
"A03W",2,"ACRU","0-1",15.6,"16.5","2019-08-06"
"A03W",2,"ACPE","0-1",16,"17.6","2019-08-06"
"A03W",2,"ACPE","0-1",75,"76.5","2019-08-06"
"A03W",2,"ACRU","0-1",0,"5.8","2019-08-06"
"A03W",2,"ACRU","0-1",0,"2.9","2019-08-06"
"A03W",2,"ACPE","0-1",8.9,"10.4","2019-08-06"
"A03W",2,"ACPE","0-1",32.6,"34.4","2019-08-06"
"A03W",2,"ACPE","0-1",36.9,"40.4","2019-08-06"
"A03W",2,"ACRU","0-1",3.8,"4.1","2019-08-06"
"A03W",2,"ACRU","0-1",0,"5.5","2019-08-06"
"A03W",2,"ACRU","0-1",0,"3.9","2019-08-06"
"A03W",4,"FAGR","0-1",81.5,"86.0","2019-08-06"
"A03W",4,"FAGR","0-1",112.5,"118.0","2019-08-06"
"A03W",4,"FAGR","0-1",38.2,"39.4","2019-08-06"
"A03W",4,"ACRU","0-1",0,"5.5","2019-08-06"
"A03W",4,"ACPE","0-1",13.4,"14.7","2019-08-06"
"A03W",4,"ACPE","0-1",8.3,"9.8","2019-08-06"
"A03W",4,"ACRU","0-1",3.8,"4.2","2019-08-06"
"A03W",4,"ACRU","0-1",0,"4.5","2019-08-06"
"A03W",4,"ACRU","0-1",4.5,"4.7","2019-08-06"
"A03W",4,"ACPE","0-1",5.8,"6.6","2019-08-06"
"A03W",4,"ACPE","0-1",6.4,"7.6","2019-08-06"
"A03W",4,"ACPE","0-1",4,"5.9","2019-08-06"
"A03W",4,"ACPE","0-1",4.9,"8.4","2019-08-06"
"A03W",4,"ACRU","0-1",0,"8.3","2019-08-06"
"A03W",6,"ACRU","0-1",6.1,"6.3","2019-08-06"
"A03W",6,"ACRU","0-1",5.3,"5.8","2019-08-06"
"A03W",6,"ACRU","0-1",4,"5.3","2019-08-06"
"A03W",6,"POGR","0-1",0,"75.5","2019-08-06"
"A03W",6,"POGR","0-1",0,"23.0","2019-08-06"
"A03W",6,"POGR","0-1",0,"27.5","2019-08-06"
"A03W",6,"FAGR","0-1",41.2,"42.9","2019-08-06"
"A03W",6,"FAGR","0-1",38.8,"45.5","2019-08-06"
"A03W",8,"FAGR","0-1",49,"50.0","2019-08-06"
"A03W",8,"FAGR","0-1",30.6,"31.3","2019-08-06"
"A03W",8,"FAGR","1-2",102.7,"122.2","2019-08-06"
"A03W",8,"FAGR","1-2",143,"157.0","2019-08-06"
"A03W",8,"FAGR","0-1",157.5,"159.4","2019-08-06"
"A03W",8,"ACPE","0-1",61.3,"63.2","2019-08-06"
"A01E",2,"ACSA","0-1",13.8,"15.0","2019-08-06"
"A01E",2,"ACSA","0-1",13.5,"14.0","2019-08-06"
"A01E",2,"ACPE","0-1",13.1,"16.8","2019-08-06"
"A01E",2,"ACSA","0-1",16.8,"17.2","2019-08-06"
"A01E",2,"ACRU","0-1",6.8,"7.3","2019-08-06"
"A01E",2,"ACSA","0-1",9.5,"10.1","2019-08-06"
"A01E",2,"ACRU","0-1",0,"5.5","2019-08-06"
"A01E",2,"ACSA","0-1",14.7,"15.2","2019-08-06"
"A01E",2,"ACRU","0-1",7.7,"8.7","2019-08-06"
"A01E",2,"ACPE","0-1",12,"13.9","2019-08-06"
"A01E",2,"ACSA","0-1",5.9,"7.2","2019-08-06"
"A01E",2,"ACPE","0-1",16.9,"18.3","2019-08-06"
"A01E",2,"ACRU","0-1",7.4,"8.4","2019-08-06"
"A01E",2,"ACPE","0-1",21.6,"23.0","2019-08-06"
"A01E",2,"ACPE","0-1",50.5,"52.4","2019-08-06"
"A01E",2,"ACSA","0-1",15.5,"16.2","2019-08-06"
"A01E",2,"ACSA","0-1",13.4,"14.9","2019-08-06"
"A01E",2,"ACPE","0-1",14.4,"16.2","2019-08-06"
"A01E",2,"ACSA","0-1",14.5,"15.4","2019-08-06"
"A01E",2,"ACRU","0-1",6.5,"7.1","2019-08-06"
"A01E",2,"ACSA","0-1",7.3,"8.2","2019-08-06"
"A01E",2,"ACSA","0-1",12,"13.4","2019-08-06"
"A01E",2,"ACSA","0-1",6.1,"7.4","2019-08-06"
"A01E",2,"ACRU","0-1",3,"4.0","2019-08-06"
"A01E",2,"ACPE","0-1",150,"152.8","2019-08-06"
"A01E",2,"ACPE","0-1",85.4,"87.3","2019-08-06"
"A01E",2,"ACRU","0-1",6,"6.6","2019-08-06"
"A01E",4,"ACPE","0-1",26,"29.3","2019-08-06"
"A01E",4,"ACSA","0-1",9.5,"10.3","2019-08-06"
"A01E",4,"ACSA","0-1",10.8,"12.5","2019-08-06"
"A01E",4,"ACPE","0-1",14.2,"16.0","2019-08-06"
"A01E",4,"ACPE","0-1",43.8,"45.6","2019-08-06"
"A01E",4,"ACRU","0-1",5,"8.5","2019-08-06"
"A01E",4,"ACSA","0-1",4.5,"6.3","2019-08-06"
"A01E",4,"ACPE","0-1",18.7,"20.9","2019-08-06"
"A01E",4,"ACPE","0-1",11.8,"13.9","2019-08-06"
"A01E",4,"ACPE","0-1",33,"36.0","2019-08-06"
"A01E",4,"ACPE","0-1",22.5,"24.7","2019-08-06"
"A01E",4,"ACSA","0-1",13,"14.6","2019-08-06"
"A01E",4,"ACRU","0-1",0,"6.2","2019-08-06"
"A01E",4,"ACRU","0-1",4,"5.8","2019-08-06"
"A01E",4,"ACSA","0-1",0,"7.4","2019-08-06"
"A01E",4,"ACSA","0-1",13.8,"14.9","2019-08-06"
"A01E",4,"ACSA","0-1",8,"10.3","2019-08-06"
"A01E",4,"ACPE","0-1",37.6,"40.2","2019-08-06"
"A01E",6,"ACPE","0-1",73,"74.5","2019-08-06"
"A01E",6,"ACPE","0-1",105,"107.5","2019-08-06"
"A01E",6,"ACPE","0-1",16.8,"19.2","2019-08-06"
"A01E",6,"ACPE","0-1",62.4,"64.9","2019-08-06"
"A01E",6,"ACPE","0-1",39,"43.4","2019-08-06"
"A01E",6,"ACPE","0-1",42.9,"45.3","2019-08-06"
"A01E",6,"ACPE","0-1",17.2,"20.5","2019-08-06"
"A01E",6,"ACRU","0-1",10.4,"11.0","2019-08-06"
"A01E",6,"ACPE","0-1",24,"25.4","2019-08-06"
"A01E",6,"ACPE","0-1",22.5,"23.5","2019-08-06"
"A01E",6,"ACSA","0-1",9.8,"10.2","2019-08-06"
"A01E",6,"ACRU","0-1",0,"5.8","2019-08-06"
"A01E",6,"ACRU","0-1",7.5,"7.9","2019-08-06"
"A01E",6,"ACRU","0-1",8.5,"8.9","2019-08-06"
"A01E",6,"ACPE","1-2",144,"144.9","2019-08-06"
"A01E",6,"FAGR","0-1",30.9,"32.0","2019-08-06"
"A01E",6,"ACPE","0-1",59,"62.0","2019-08-06"
"A01E",6,"ACPE","0-1",50.3,"52.0","2019-08-06"
"A01E",6,"ACPE","0-1",28.4,"29.9","2019-08-06"
"A01E",6,"ACPE","0-1",53.2,"55.0","2019-08-06"
"A01E",6,"ACPE","0-1",20,"21.3","2019-08-06"
"A01E",6,"ACPE","0-1",6,"12.2","2019-08-06"
"A01E",6,"AMEL","0-1",0,"8.8","2019-08-06"
"A01E",6,"ACPE","0-1",68.7,"70.4","2019-08-06"
"A01E",6,"ACRU","0-1",0,"5.4","2019-08-06"
"A01E",8,"ACPE","0-1",19.5,"21.0","2019-08-06"
"A01E",8,"ACPE","0-1",8.8,"10.1","2019-08-06"
"A01E",8,"ACPE","0-1",20.5,"22.0","2019-08-06"
"A01E",8,"ACSA","0-1",8,"8.9","2019-08-06"
"A01E",8,"ACPE","0-1",16.5,"17.8","2019-08-06"
"A01E",8,"AMEL","0-1",29.3,"29.6","2019-08-06"
"A01E",8,"ACPE","0-1",37.4,"38.3","2019-08-06"
"A01E",8,"ACPE","0-1",89.4,"91.6","2019-08-06"
"A01E",8,"ACPE","0-1",55.5,"58.4","2019-08-06"
"A01E",8,"ACRU","0-1",0,"6.5","2019-08-06"
"A01E",8,"ACRU","0-1",0,"6.5","2019-08-06"
"A01E",8,"ACRU","0-1",0,"6.5","2019-08-06"
"A01E",8,"ACSA","0-1",11,"11.4","2019-08-06"
"A01E",8,"ACPE","0-1",26.2,"28.4","2019-08-06"
"A01W",2,"FAGR","0-1",17,"17.8","2019-08-06"
"A01W",2,"ACPE","0-1",78.2,"80.7","2019-08-06"
"A01W",2,"FAGR","0-1",86,"87.0","2019-08-06"
"A01W",2,"AMEL","0-1",26.4,"28.2","2019-08-06"
"A01W",2,"ACPE","0-1",34.9,"36.4","2019-08-06"
"A01W",2,"ACPE","0-1",0,"2.0","2019-08-06"
"A01W",2,"ACPE","0-1",34.9,"36.2","2019-08-06"
"A01W",2,"FAGR","1-2",141.5,"143.8","2019-08-06"
"A01W",2,"FAGR","1-2",172,"185.4","2019-08-06"
"A01W",2,"FAGR","1-2",224.2,"259.0","2019-08-06"
"A01W",2,"FAGR","0-1",127.4,"121.5","2019-08-06"
"A01W",4,"ACPE","0-1",12.8,"14.5","2019-08-06"
"A01W",4,"ACPE","0-1",6.4,"8.7","2019-08-06"
"A01W",4,"ACRU","0-1",5,"6.1","2019-08-06"
"A01W",4,"ACRU","0-1",6.5,"7.0","2019-08-06"
"A01W",4,"ACSA","0-1",4.5,"5.2","2019-08-06"
"A01W",4,"ACRU","0-1",8.2,"8.7","2019-08-06"
"A01W",4,"ACRU","0-1",7.8,"8.3","2019-08-06"
"A01W",4,"ACRU","0-1",7.4,"7.9","2019-08-06"
"A01W",4,"ACSA","0-1",6.2,"6.3","2019-08-06"
"A01W",4,"ACRU","0-1",3.6,"3.9","2019-08-06"
"A01W",4,"ACRU","0-1",6.8,"7.6","2019-08-06"
"A01W",4,"ACRU","0-1",5.4,"5.8","2019-08-06"
"A01W",4,"ACRU","0-1",6,"6.4","2019-08-06"
"A01W",4,"ACRU","0-1",4.8,"5.2","2019-08-06"
"A01W",4,"ACRU","0-1",6.2,"6.3","2019-08-06"
"A01W",4,"ACPE","0-1",55,"58.2","2019-08-06"
"A01W",4,"ACPE","0-1",49,"50.6","2019-08-06"
"A01W",4,"ACPE","0-1",47.8,"49.8","2019-08-06"
"A01W",4,"POGR","0-1",0,"14.9","2019-08-06"
"A01W",4,"POGR","0-1",0,"14.4","2019-08-06"
"A01W",4,"POGR","0-1",0,"5.0","2019-08-06"
"A01W",4,"POGR","0-1",0,"1.5","2019-08-06"
"A01W",4,"ACRU","0-1",6.5,"7.2","2019-08-06"
"A01W",4,"ACSA","0-1",5.4,"7.7","2019-08-06"
"A01W",4,"ACRU","0-1",6,"6.6","2019-08-06"
"A01W",4,"ACRU","0-1",4.5,"6.4","2019-08-06"
"A01W",4,"ACRU","0-1",4.5,"5.6","2019-08-06"
"A01W",4,"ACRU","0-1",7.1,"7.5","2019-08-06"
